Application #,Patent #
"08/643,430",5715282
"08/940,563",5886575
"10/453,387",7379473
"10/701,095","7,149,523"
"10/809,022","7,437,013"
"11/323,499",7909256
"11/693,800",7426404
"11/276,680",7664259
"10/613,865","7,676,106"
"13/011,177","8,730,209"
"09/296,960",6198937
"08/707,571",5752166
"11/209,308",7656842
"10/408,985",7212542
"14/073,113",9179184
"11/549,803",7616131
"12/500,766","8,729,863"
"09/729,721",6324219
"08/883,010",5949020
"12/293,194","7,925,784"
"11/996,029","8,401,574"
"11/273,286",7227487
"09/263,335","6,175,733"
"09/032,585",5939939
"09/134,782",6301265
"10/966,811","8,897,210"
"08/649,889",6404811
"12/323,515",8371022
"09/097,337",6512776
"08/644,320",5740525
"12/345,746",8121600
"08/972,835",6424713
"10/021,755",6823180
"11/028,871","8,050,656"
"11/142,058",7110766
"10/712,646","7,142,852"
"10/486,474",7308035
"13/150,727","8,587,542"
"12/337,839",8068147
"14/123,277","9,013,631"
"13/666,499","9,245,497"
"11/024,043","9,210,368"
"09/773,863",7148917
"09/962,426",6912395
"09/531,402",6184651
"10/728,336",7048556
"11/296,083",7333897
"10/148,960",7224948
"11/853,912",7650445
"09/418,621",6138011
"09/241,190",6214487
"08/835,044",6131049
"08/589,177",5781583
"09/660,612",6792293
"09/005,998",5982327
"11/289,003",7342543
"11/108,949","7,343,548"
"13/083,105","8,724,492"
"09/976,314",6978424
"13/666,572","9,164,179"
"08/678,108",5742623
"10/015,018",6556616
"11/263,203","7,388,544"
"09/192,557",6260060
"10/017,444",7133461
"09/668,573",6704556
"11/469,999",8472998
"09/370,157",6423434
"10/317,609",6758396
"12/847,035",8914603
"10/167,845",7167528
"10/146,587",6671849
"09/499,048",6633653
"08/743,685",5940400
"11/772,146",8831675
"08/597,049",5711007
"08/631,688",5774802
"10/641,136",7266171
"13/297,952",8541745
"10/796,493",7002069
"08/954,455",5862452
"09/479,758",6493559
"09/086,153",6188904
"11/191,739",7221223
"11/622,068",7873279
"13/098,501","8,751,244"
"10/814,465",7570621
"10/456,802",7073138
"13/706,913","8,948,706"
"08/595,153",5591318
"08/901,175",5843393
"10/509,309",7248645
"10/680,522","7,561,879"
"09/584,982",6546101
"11/558,629",7680063
"10/447,633",6993364
"09/069,591",6080690
"10/747,964",7269435
"08/606,906",5689526
"10/617,074",8175587
"10/999,653",7486044
"11/769,405",7577441
"10/383,969",6952350
"10/010,674","7,130,876"
"08/973,882","6,192,245"
"09/477,984",6519279
"09/696,784",6760390
"10/660,174","6,978,165"
"10/376,191",7061966
"09/511,228",6324206
"12/839,069","8,868,899"
"12/399,163",7853220
"09/016,214",6226612
"10/954,583","8,521,204"
"10/652,131",7063262
"12/973,279","9,185,468"
"08/855,173",5999826
"10/222,159",6661196
"12/848,250",7853202
"11/172,313","7,231,213"
"13/325,133",8577069
"10/959,359",7961828
"13/210,317","8,665,811"
"11/232,719","8,700,770"
"08/954,770",6088337
"10/744,781","7,181,170"
"09/012,514",6112100
"10/342,675",7138977
"08/561,641",5635151
"11/616,099","7,738,530"
"09/036,978",6008739
"10/256,600",7050764
"13/949,306","9,025,556"
"11/426,631","7,865,160"
"08/738,878",5987518
"10/025,895","6,668,169"
"11/312,219",7697752
"12/899,153","8,724,742"
"08/959,327",6115388
"09/012,444",6104512
"10/802,290",7146169
"08/927,142",5956390
"11/965,077",8712086
"08/303,556",6212363
"09/818,428",6732321
"09/120,206",6055413
"11/446,603","RE41,178"
"09/795,584",6570509
"10/348,281","8,321,511"
"09/844,216",7023864
"90/010,370",5771353
"13/759,455","9,058,550"
"11/255,094",7250822
"08/608,914",5809397
"10/530,309",7400885
"09/094,261","6,107,920"
"10/835,868",7272382
"12/107,353",8190207
"09/602,303",6678740
"08/788,971",6049821
"09/599,492",6424637
"08/963,318",6035181
"11/364,463",7742777
"10/171,141",6927555
"11/282,337","7,535,857"
"10/387,727",6927728
"08/682,483","5,974,447"
"09/095,669",6205326
"12/640,480","9,215,255"
"08/887,063",5861777
"08/632,701",5815507
"10/886,476",7272190
"09/126,637",6020790
"12/951,732","8,630,350"
"11/181,876",7205850
"12/427,187","8,493,874"
"09/330,739",6377810
"09/348,571","6,175,559"
"13/356,674","8,904,462"
"09/767,522",7080009
"11/315,768",7937102
"08/558,121",5659267
"11/323,295",7743985
"08/764,344",6259720
"11/929,452","8,279,811"
"07/984,636",5907615
"11/315,073",7499733
"13/186,603","8,948,894"
"10/141,331","7,151,947"
"09/944,879",6791622
"12/606,616",8144451
"09/378,586",7084737
"12/615,329",8374583
"08/951,149",6600662
"11/078,817","7,188,297"
"12/843,858","8,516,532"
"10/937,953",7012563
"10/267,390","7,426,382"
"10/531,785","7,450,490"
"10/177,948","6,904,285"
"10/337,519",7133672
"12/571,662","7,839,343"
"09/001,296",5988577
"11/866,075","8,179,862"
"10/330,388",6922492
"09/126,873",6064269
"11/419,150",8031680
"13/834,832","9,027,153"
"12/331,774",8068879
"13/368,853","9,146,624"
"12/758,140","8,213,406"
"12/870,501",8780779
"11/735,197",7917034
"12/026,094",8155683
"12/115,725","8,638,706"
"12/602,876","8,149,770"
"13/344,607","8,930,446"
"11/412,300",7729703
"11/170,422","7,345,586"
"10/108,132",7039379
"11/678,609",7826825
"10/175,200",6642458
"08/417,566",5943376
"08/973,881",6205329
"09/262,933",6218973
"09/684,287",6948186
"10/211,614",7007064
"13/713,042","9,098,177"
"08/902,802",5905407
"09/507,722",6222405
"10/303,255",6965588
"09/635,311",6625469
"08/751,470",6092111
"10/005,542",7075885
"10/277,593",6836249
"10/672,039",7076265
"13/467,353","8,750,724"
"10/348,271","7,287,097"
"12/040,455",7633449
"09/890,618",7050641
"11/727,216",7499688
"09/145,956",6263014
"11/552,716","8,054,894"
"09/215,729",6009086
"12/605,448",8442513
"10/195,017",7177606
"12/291,483","9,063,182"
"08/764,429",5852730
"11/455,379",7738639
"10/853,929",7334177
"09/576,516",7660986
"09/778,556",6466611
"10/206,014",6833709
"10/814,887",7054450
"10/122,946",6897634
"10/893,047",7568223
"10/397,768",6892058
"13/932,056","8,910,229"
"11/216,265",7734313
"08/711,236","5,745,116"
"09/039,111",6795112
"10/139,802",7684341
"09/075,605",6404743
"12/770,193","8,918,115"
"10/180,256",6999447
"10/028,007",RE38564
"11/114,993",7283806
"08/995,481","6,314,519"
"13/060,288","8,332,409"
"09/110,215",6101370
"08/606,950",5740541
"09/014,524",6104925
"11/216,624",7610197
"10/074,969","6,912,406"
"11/107,868",7446678
"13/414,799","9,049,715"
"10/430,533",7076675
"10/798,926",7324449
"10/027,140",6839427
"11/086,496","7,242,929"
"09/517,706",6625470
"12/358,453",8098620
"11/779,227","7,627,307"
"09/276,978","6,463,534"
"11/860,942",7840186
"13/330,814","8,374,146"
"12/112,196",8274596
"09/158,486",6108324
"08/671,036",5661433
"12/169,783",8289863
"11/697,838",8139694
"11/550,027","8,433,926"
"10/843,077",7343171
"09/806,390","6,731,684"
"10/453,405","6,861,788"
"10/993,971",7475393
"11/217,753",7443316
"09/755,339",7239650
"08/701,293",6092041
"10/115,634","7,065,191"
"09/260,097",6268077
"09/302,096",6298135
"09/362,544",6263209
"11/967,598","7,933,509"
"08/643,681",5815382
"09/610,770",6305972
"10/206,553",6717950
"13/431,250","8,639,303"
"13/567,436","8,519,322"
"29/485,233","D736,210"
"10/201,708",6917641
"11/614,321",7685617
"10/431,025","6,961,569"
"10/679,548",7085140
"11/023,821",7199947
"10/937,915","7,433,649"
"10/658,183",6873294
"11/117,032",7088298
"12/395,764",8073014
"11/485,899",7599320
"12/182,426",8223855
"08/671,889",5675344
"11/024,389",7428229
"10/967,503",7463612
"08/400,303",5974325
"08/992,679",6044159
"09/226,680",6043707
"11/189,631",7546133
"08/988,154",6134446
"13/626,024","9,007,960"
"09/545,446",7512223
"08/672,736",5831218
"09/559,451","6,377,808"
"08/739,473",5881370
"09/329,691",6615267
"12/470,957","8,957,863"
"11/399,907",7734466
"11/549,488",7685154
"08/553,207",5692046
"08/614,114",5872523
"11/215,615",7721261
"11/276,982","8,031,583"
"10/999,516",7187252
"10/351,906","7,864,216"
"10/623,287","6,845,235"
"11/330,474",7606574
"08/900,269",6084904
"10/027,654",6583765
"11/459,574",7581181
"09/609,743",6301297
"11/612,281","8,045,688"
"08/950,874",5821820
"10/904,685",6956544
"11/536,188",8018276
"09/084,832",6034969
"13/368,360","9,121,937"
"08/928,162",5844448
"14/211,903","9,247,506"
"13/594,792","9,094,697"
"10/345,870",7529263
"11/571,586","8,223,624"
"10/853,540",7430324
"10/688,629",7149515
"12/020,183","8,819,838"
"10/252,274",6934397
"12/188,830","8,300,757"
"10/331,807",6957092
"09/602,339",7243288
"08/657,115",5740533
"12/328,294",8245942
"10/375,241",6970683
"10/043,797",7069013
"11/868,643","8,743,284"
"10/000,566","6,714,781"
"11/460,908","8,923,321"
"09/229,685",6477253
"09/459,584",6556817
"11/946,978","8,688,441"
"08/706,064",5940447
"11/284,751",8392528
"11/338,556",7492253
"11/743,186","7,535,967"
"12/543,239",8194603
"09/938,319",6661409
"08/950,636",6094566
"09/199,006",6088399
"10/628,815","7,231,190"
"10/027,193",6925309
"08/985,988",6038457
"08/610,037",5689413
"09/967,282","6,553,060"
"09/998,489",7469136
"09/624,453",6834043
"11/404,275","7,633,389"
"12/154,009","8,520,589"
"09/515,734","6,721,563"
"12/645,557","8,305,433"
"09/784,801","6,901,259"
"09/370,539","6,275,500"
"09/999,124",6743543
"08/607,670",5757859
"08/619,229",5754597
"10/389,404","6,999,759"
"11/144,903","7,469,149"
"09/733,797",6903724
"08/760,354",5793795
"13/568,876","9,161,196"
"11/469,983","8,121,552"
"11/159,850",7499719
"09/455,813",6374092
"14/064,848","8,965,289"
"13/281,887","8,995,560"
"10/628,610",6894459
"09/717,734",6813351
"09/394,765",6711684
"12/262,332",8509800
"13/689,973","8,989,772"
"09/781,212",6801754
"08/959,152",5914958
"13/925,869","8,676,504"
"08/909,706",5950113
"11/228,180","7,404,082"
"08/861,308",5974032
"09/040,046",6011959
"11/215,887",7652699
"09/417,371",6389389
"12/183,216",8644288
"11/618,396",7412077
"10/393,737",7177628
"90/009,511",5953413
"09/697,656",6959089
"10/621,538","6,915,210"
"11/017,442",7397821
"13/080,301","9,178,869"
"09/170,554",6154842
"08/611,319",5626737
"09/644,430",6385583
"10/860,857",7490345
"08/577,402",5648717
"09/602,779",7089577
"11/015,374","7,953,155"
"08/858,137",6181929
"10/452,336",6785395
"11/168,584","7,463,687"
"09/501,883",6856657
"09/145,854",6045936
"12/066,007",8509146
"09/713,457",6847622
"08/566,811",5739723
"13/462,135","9,075,572"
"09/337,064",6400720
"09/783,151",6836504
"09/483,960",6176401
"09/339,413","6,529,488"
"12/147,958","8,078,230"
"09/773,825",6879584
"11/928,551","8,943,425"
"11/682,704","7,805,171"
"11/861,568",7857460
"12/835,103","9,036,700"
"10/849,628",7105737
"13/031,383","8,619,716"
"09/201,185",6256338
"08/950,865",5996178
"08/913,747",6031877
"10/692,988",7058419
"08/965,828",6173181
"08/552,157",5694438
"09/143,687",6411946
"12/028,084",8059232
"11/003,152",7395097
"11/212,134",7555285
"09/553,457","6,493,388"
"09/024,147",5945832
"10/619,808","7,231,188"
"10/017,675",8116612
"11/913,942","9,026,152"
"09/976,516",7181765
"11/371,108",7463876
"11/539,324","7,684,387"
"10/741,289",7010122
"08/924,004",6052562
"08/599,769",5675287
"10/142,173",6657595
"09/503,666",6643707
"11/766,487","8,804,926"
"11/024,063",7620436
"11/614,959",8027342
"13/149,458",8514329
"13/709,568","8,971,591"
"11/553,559",7932702
"08/566,473",5754586
"11/611,039",8223961
"10/360,581","6,915,256"
"12/431,415","8,223,685"
"12/499,868","8,854,992"
"11/350,548","7,844,265"
"11/026,985","7,881,280"
"12/169,049","7,705,792"
"12/968,501",8503638
"12/976,009","8,958,018"
"11/225,440","7,298,321"
"11/135,988",7359738
"12/341,469",8116767
"09/764,959",6934254
"10/929,135",7214999
"08/706,150",5889768
"10/185,974",6754475
"09/016,568",6377639
"10/458,391","7,792,517"
"10/721,988",7154468
"09/118,115",6043712
"12/657,931","8,510,848"
"13/589,503","8,923,778"
"08/798,577",5881093
"08/753,816",5724001
"08/799,907",5748537
"13/079,136",8520496
"08/608,230",5737369
"08/875,319",6122270
"11/152,216",7596812
"11/672,091",7903083
"10/872,860",7304613
"08/902,564",5930715
"12/056,576","7,885,626"
"11/422,170","7,256,744"
"11/913,939","9,031,047"
"12/838,913","8,538,747"
"11/300,129",7223007
"12/413,000",8213645
"10/643,816",7085575
"11/171,618",7609676
"09/759,774",7020165
"12/981,360","8,630,231"
"11/858,997","7,844,229"
"10/304,712","7,023,421"
"11/379,815","8,311,214"
"11/691,494","8,406,319"
"09/590,215","6,438,381"
"09/995,997",RE38563
"10/147,586",8255501
"11/232,720","7,536,454"
"09/602,727",7024196
"12/822,555",8487951
"09/054,096",6153834
"08/672,709",5903558
"10/500,628",7120437
"09/651,192",6775686
"10/331,525",7142667
"09/481,114","6,728,537"
"10/417,739",6775154
"08/729,207","6,069,896"
"11/687,877",8031461
"08/780,516",6026086
"08/662,551",5724004
"09/546,779","6,625,474"
"09/360,116",6208526
"08/711,027",5935209
"08/935,647",5842162
"08/710,470",5901142
"09/449,950",6606083
"09/141,265",6167084
"09/813,015","6,477,160"
"11/294,885",7634296
"11/056,768",7872590
"09/384,816",6801538
"09/433,230",6564043
"11/243,033","7,616,610"
"09/702,382",6856644
"12/367,473","8,243,678"
"11/612,290",8059806
"11/782,721",8479020
"10/986,697",7061425
"12/369,202",8837519
"10/434,848",6882855
"13/956,076","9,185,199"
"11/158,127","7,642,958"
"11/062,642","7,522,915"
"09/146,065",6219420
"11/302,777",7403838
"11/913,937","8,195,807"
"10/329,609",7395048
"08/681,772",5689272
"09/963,973","6,459,892"
"08/563,833",5790607
"09/860,745",6862460
"10/350,173",7239884
"10/749,819",7466679
"09/366,099",6134450
"10/718,947",7356000
"13/428,479","8,971,881"
"08/905,376",6031865
"10/340,515",7054601
"14/034,828","9,042,476"
"08/902,136","6,104,909"
"08/624,578",5943333
"10/230,719",6832259
"10/787,237",7089020
"09/675,807",6748195
"11/839,759","7,792,226"
"09/059,648",6141543
"09/409,546",6252867
"09/716,817",6690892
"10/608,989",7243072
"11/937,501",8130847
"08/608,650",5846094
"11/299,864",7602751
"09/589,246","6,233,461"
"09/587,932",7607022
"12/679,507",8249026
"09/447,400",7062556
"10/197,382",6683916
"08/988,077",6052563
"09/229,478","6,091,757"
"10/400,316",7024162
"11/962,953","9,154,508"
"09/089,870","6,128,479"
"14/073,587","9,094,453"
"09/442,367",6366601
"09/007,974",6118980
"10/667,269",7167107
"08/795,184",6078593
"09/018,671",6043721
"12/490,124",8544077
"08/878,280",5936972
"11/535,352",8285244
"09/510,599",6459894
"12/620,685","8,320,292"
"11/026,787","7,240,832"
"09/157,682",6100756
"09/917,074",7376225
"08/958,041",6005848
"11/955,786","9,191,497"
"08/606,471",5648970
"09/602,340",6624742
"11/853,555","9,064,102"
"10/044,589","7,054,617"
"11/302,445",7451361
"09/206,476",6430405
"09/804,602",6888878
"10/021,997",6577354
"10/290,339",7215976
"11/207,457","7,508,842"
"09/240,478",6054843
"13/913,684","9,049,680"
"10/939,092",7130610
"10/331,845",6839577
"09/017,033",5940282
"13/759,666","9,153,065"
"08/616,542",5745520
"10/102,246",7020215
"11/325,953","7,529,081"
"11/469,917","8,769,005"
"09/118,639","6,144,651"
"13/669,710","8,953,699"
"10/359,862",7212809
"12/064,981",8340675
"09/772,226",6337983
"09/972,523",6993652
"12/186,060",8000263
"11/312,989",7756097
"12/647,865",8327125
"10/964,182","7,260,394"
"11/037,446","8,503,541"
"08/957,277",5937351
"08/625,329",5777984
"12/115,561",8295504
"12/345,070",8166526
"11/842,259","8,792,945"
"11/839,901","8,233,916"
"10/722,804",7626365
"09/785,960","7,747,257"
"09/264,578",6236282
"12/679,381","8,213,959"
"13/021,384","8,898,469"
"11/235,805","7,404,682"
"09/553,814",6539344
"09/470,890",7016401
"12/984,224",8918662
"10/790,168",7324616
"12/267,876","8,767,843"
"08/625,502",5778307
"29/431,912",D705188
"09/590,593",6625503
"09/588,587",6915530
"08/709,432",6160799
"08/831,362",6021332
"08/603,966",5956640
"08/905,629",6169889
"12/185,986",7911405
"12/254,061",8179838
"11/190,680","9,058,812"
"12/649,985","8,766,868"
"11/554,942","8,707,337"
"14/033,534","9,100,943"
"08/806,979",5924044
"11/848,204",8116726
"12/169,771",8059555
"09/804,585",6834088
"08/990,641",6160545
"11/536,224","8,416,761"
"10/287,382",6834183
"09/692,985",6297676
"08/924,602",5898696
"10/083,890",7561553
"11/225,601","7,969,356"
"08/697,747",5881377
"10/742,250",7127533
"09/962,874",6961322
"11/271,069",7558577
"11/537,455",8014806
"08/636,008",5724509
"10/159,327",6948130
"12/306,768","8,953,527"
"09/821,915",6895238
"12/500,791",8166292
"08/792,588",5818313
"09/771,389",6907022
"11/930,310","7,970,350"
"11/422,438",8072479
"10/964,943",7394774
"11/280,433",8103260
"10/421,269",6798168
"13/591,539","9,124,355"
"10/185,985",6801642
"08/588,502",5710976
"09/419,508",6322918
"10/003,499",6917809
"08/605,989",5699179
"10/821,434",7415273
"10/718,157","7,065,206"
"10/903,819","7,339,909"
"09/440,882",6782208
"09/791,452",6463382
"09/909,602",6441786
"08/861,880",5933558
"10/443,637",7272246
"11/233,597","7,487,271"
"13/418,375","8,478,328"
"11/130,449",7233280
"10/266,222",6925438
"13/410,489","8,818,359"
"11/470,459",8560553
"11/459,446","7,834,853"
"10/463,899",7224994
"10/302,479",6707272
"08/715,271",5987327
"10/427,947",6894750
"11/769,825","7,403,165"
"13/175,844",8254965
"10/495,611",7148764
"10/074,533",6931470
"10/417,518",7209742
"11/209,208","7,564,908"
"08/848,417",6138010
"10/732,757","7,239,705"
"12/536,085",8285322
"12/492,327","8,880,894"
"10/195,907",6735009
"09/588,163",6735562
"09/873,798",7042840
"12/694,244","8,904,206"
"29/257,264",D558744
"09/087,558",6078126
"12/046,959",7976168
"11/073,532",7254405
"11/027,144",7505439
"11/954,377",8121655
"10/631,374",6858660
"08/880,604",5930756
"09/110,374",6151318
"10/842,359",7643642
"10/042,499",7280480
"10/038,026","6,973,324"
"10/685,919",7907946
"09/613,377",6570969
"08/961,935",6071649
"09/629,320",7071814
"13/423,406",8423075
"11/010,945",7236858
"12/269,599","9,106,544"
"12/130,215",8055256
"09/116,351",6169898
"11/670,726","8,768,744"
"11/971,354","8,126,054"
"11/318,322",7590100
"13/600,480","9,071,853"
"10/297,162","7,243,066"
"10/284,670","8,169,981"
"08/749,913",6064652
"12/487,171",8537763
"10/074,115","7,000,173"
"10/408,497",6981184
"10/797,729",7202635
"10/480,696",7173989
"10/001,770",7069027
"11/566,776","8,320,360"
"11/460,121","8,798,671"
"12/635,196",8417937
"10/838,105",7277726
"12/492,369",8265717
"10/223,417",7558198
"11/194,718",7457588
"11/753,990",7792544
"11/286,991",7587043
"10/038,185",6993327
"10/703,104",7707406
"29/477,502","D731,999"
"10/663,103",7689239
"09/760,413",6834075
"11/343,491","7,848,241"
"09/796,937","6,757,269"
"09/271,634","6,842,170"
"10/205,239",6980811
"11/613,244","7,471,257"
"11/226,589","7,512,110"
"09/126,827",6205125
"13/626,551","8,908,880"
"10/428,882",7672452
"09/941,512",6958759
"09/127,484",6185429
"11/353,716","7,623,493"
"08/572,469",5663748
"08/749,134",5783968
"09/721,238",6888806
"10/712,174",7120439
"11/966,368","8,145,144"
"11/782,993",8077850
"12/257,049","8,168,318"
"08/629,174",5688613
"09/548,845",6307304
"12/970,763","8,866,735"
"09/451,735",6501737
"09/938,323","6,889,067"
"10/458,688","7,194,099"
"10/696,310",7095824
"09/018,818",6163712
"10/447,049",6862002
"09/032,601",6110618
"10/838,413",7765600
"09/001,631",6154633
"09/346,175",6271837
"11/404,359","7,599,317"
"11/348,208","7,570,951"
"08/579,956",5917942
"13/802,897","9,226,125"
"14/036,222","9,154,686"
"11/668,602","8,761,079"
"09/032,123",6104317
"09/290,589",6108558
"10/319,014","7,068,708"
"10/812,669",7298326
"13/334,222","9,110,998"
"11/566,759",7953438
"10/162,461",7272847
"13/964,252","9,023,267"
"10/128,077",6978463
"11/314,269",7203109
"13/481,608","8,890,723"
"11/070,061",7599327
"11/405,963",8687691
"09/409,552",6160511
"08/599,656",5675286
"11/427,059",7401199
"09/263,538","6,148,203"
"11/584,410",7773713
"13/718,120","9,214,005"
"11/769,002","8,368,741"
"13/593,740","9,137,563"
"11/166,597",7593714
"10/403,769",7092684
"10/431,735",6963680
"11/029,228",7181667
"11/558,390",8108782
"12/648,416",8364964
"09/148,760",6324184
"09/238,951","6,377,713"
"13/089,357","8,850,286"
"13/086,221","8,934,500"
"11/073,007",7460509
"12/388,727","9,118,465"
"12/177,353",8050189
"11/419,041",7523862
"12/973,450","8,639,954"
"11/132,707","7,747,021"
"08/638,418",5878045
"10/135,790",6858436
"10/459,356",6924619
"12/205,984","8,744,411"
"11/956,649",7801543
"08/790,643",5999821
"13/543,429","8,947,385"
"12/028,092",7864270
"08/220,851",6252515
"10/792,139",7347781
"11/136,896",7113997
"11/020,770",7190301
"10/156,250",7269414
"10/230,029",7184033
"11/180,377",7948903
"13/596,450","9,081,542"
"10/351,706",7874983
"09/686,558",6801571
"08/177,878",6204573
"11/867,802",7912113
"10/256,044",7840119
"09/127,692",6138040
"11/091,575",7895594
"10/946,754",7076033
"08/822,024","5,883,580"
"09/871,767",6392382
"11/028,872",7512795
"13/727,637","8,948,116"
"11/039,139",7398091
"09/086,154",5982757
"12/649,611","8,787,510"
"09/588,828",7450717
"09/210,319",6327469
"09/663,551",7064772
"13/099,848","8,423,013"
"09/692,600",6879950
"12/974,972","8,873,760"
"13/669,429","9,220,070"
"10/774,835","7,317,901"
"12/334,917","8,351,544"
"10/758,822",7167375
"09/012,745",5969545
"10/292,213",7092568
"10/319,977",6765451
"11/318,245",7519041
"09/687,988",6310634
"09/393,282",6132048
"11/685,616",7389010
"08/699,282",5821007
"08/845,293","5,883,897"
"13/301,345",8620964
"10/400,970","7,962,622"
"13/366,369","8,806,383"
"11/683,024","7,949,926"
"11/534,063",7972051
"09/240,944",6487252
"09/990,704",6987819
"11/003,247",7907671
"11/236,166","8,788,940"
"10/015,419",7146015
"10/426,112","6,970,728"
"09/128,584",6094423
"08/816,812",5728367
"10/104,862",7454519
"12/416,657","8,484,625"
"13/621,130","8,665,779"
"08/592,252",5684926
"10/334,814",7319879
"09/675,996",6781722
"10/436,967","7,188,026"
"08/791,968",6009173
"10/867,345",7025596
"10/937,125",7184794
"08/961,877",6266513
"14/154,114","9,078,015"
"09/050,285",6167078
"09/942,816",7007296
"12/899,411","8,649,659"
"11/380,196",7742624
"09/315,468",6285333
"10/900,772","7,523,035"
"11/298,079","7,631,017"
"08/973,883","6,128,351"
"13/524,078","9,162,146"
"11/210,939","8,077,690"
"09/810,766",6973061
"13/452,031","9,093,075"
"09/410,010",6453470
"11/967,378","8,463,232"
"09/649,493",6654025
"08/850,050",5872698
"09/480,380","6,429,808"
"11/054,529",7601032
"10/607,639",6999922
"10/741,652",7135837
"09/917,129",6588674
"12/250,300","7,889,721"
"10/118,396",6876868
"13/303,438",8442388
"08/771,105",5862488
"09/817,388",7016315
"13/914,688","8,995,664"
"11/427,871","7,768,605"
"10/900,736",7117147
"11/111,427",7126529
"11/250,352","8,356,314"
"11/860,615","8,223,854"
"11/457,955",8165583
"13/547,133",8509772
"10/366,106",7187736
"09/924,283","7,155,483"
"13/597,819","8,873,504"
"13/081,646",8374452
"09/620,234",6426158
"09/995,505",6400587
"08/888,391",6049145
"12/341,109","8,331,554"
"11/565,371",7577467
"10/693,281",7103809
"10/277,800",6937602
"09/191,408",6157814
"09/576,668",6650839
"11/756,383","8,744,391"
"09/891,548",6967942
"12/543,704","8,571,475"
"10/947,724","7,693,284"
"09/315,277",6192037
"12/618,121",8483632
"11/936,902",7751839
"13/228,133","9,026,950"
"12/415,835",8259026
"13/353,405","9,124,680"
